replicate,match,home_team,home_team_coefficient,home_team_city,home_team_association,away_team,away_team_coefficient,away_team_city,away_team_association,distance
2,125,Rijeka,12.0,Rijeka,CRO,Maribor,9.5,Maribor,SVN,165.0
2,126,Rijeka,12.0,Rijeka,CRO,Salzburg,49.0,Salzburg,AUT,296.0
2,127,Rijeka,12.0,Rijeka,CRO,LASK,34.0,Linz,AUT,332.0
2,128,Rijeka,12.0,Rijeka,CRO,Inter,90.0,Milan,ITA,410.0
2,129,Twente,11.42,Enschede,NED,Genk,13.0,Genk,BEL,169.0
2,130,Twente,11.42,Enschede,NED,Tottenham Hotspur,54.0,London,ENG,489.0
2,131,Twente,11.42,Enschede,NED,Arsenal,58.0,London,ENG,489.0
2,132,Twente,11.42,Enschede,NED,Monaco,24.0,Monaco,FRA,944.0
2,133,Maribor,9.5,Maribor,SVN,Viktoria Plzeň,17.0,Plzeň,CZE,404.0
2,134,Maribor,9.5,Maribor,SVN,Barcelona,78.0,Barcelona,ESP,1220.0
2,135,Maribor,9.5,Maribor,SVN,Crvena zvezda,40.0,Belgrade,SRB,422.0
2,136,Maribor,9.5,Maribor,SVN,AC Milan,49.0,Milan,ITA,513.0
2,137,Hearts,6.53,Edinburgh,SCO,West Ham,54.0,London,ENG,534.0
2,138,Hearts,6.53,Edinburgh,SCO,SC Freiburg,19.0,Freiburg,GER,1161.0
2,139,Hearts,6.53,Edinburgh,SCO,Nice,17.0,Nice,FRA,1550.0
2,140,Hearts,6.53,Edinburgh,SCO,Real Madrid,112.0,Madrid,ESP,1728.0
2,141,Luzern,6.155,Luzern,SUI,Roma,86.0,Rome,ITA,662.0
2,142,Luzern,6.155,Luzern,SUI,Real Sociedad,42.0,San Sebastián,ESP,906.0
2,143,Luzern,6.155,Luzern,SUI,Osasuna,15.922,Pamplona,ESP,913.0
2,144,Luzern,6.155,Luzern,SUI,Braga,48.0,Braga,POR,1463.0
3,1,Bayern,126.0,Munich,GER,Salzburg,49.0,Salzburg,AUT,115.0
3,2,Bayern,126.0,Munich,GER,LASK,34.0,Linz,AUT,201.0
3,3,Bayern,126.0,Munich,GER,Viktoria Plzeň,17.0,Plzeň,CZE,209.0
3,4,Bayern,126.0,Munich,GER,Inter,90.0,Milan,ITA,348.0
3,5,Real Madrid,112.0,Madrid,ESP,Braga,48.0,Braga,POR,417.0
3,6,Real Madrid,112.0,Madrid,ESP,Monaco,24.0,Monaco,FRA,988.0
