run,average_distance_travelled_per_team,average_distance_travelled_per_game,total_distance_travelled,longest_distance_travelled_by_a_team,fixture_with_longest_distance
8900,4792,1078,172522,Real Betis - 9396,Real Betis (seville) v Galatasaray (istanbul) - 3019.0
8901,5120,1163,184337,Galatasaray - 9703,Bodø/Glimt (bodø) v Atlético de Madrid (madrid) - 3186.0
8902,5362,1199,193015,Galatasaray - 10707,Bodø/Glimt (bodø) v FC Porto (porto) - 3224.0
8903,6131,1394,220717,Galatasaray - 12051,APOEL (nicosia) v Rangers (glasgow) - 3652.0
8904,5436,1230,195692,Olympiacos - 10221,Sporting CP (lisbon) v Partizan (belgrade) - 2530.0
8905,4986,1130,179499,Sevilla - 9379,Dynamo Kyiv (bucharest) v Sevilla (seville) - 2788.0
8906,6116,1369,220176,Qarabağ - 17665,Rangers (glasgow) v Qarabağ (baku) - 4240.0
8907,5759,1290,207339,Bodø/Glimt - 11796,Bodø/Glimt (bodø) v Sevilla (seville) - 3562.0
8908,5277,1182,189987,Olympiacos - 9399,Galatasaray (istanbul) v FC Porto (porto) - 3126.0
8909,5384,1211,193812,Pyunik - 15050,Real Betis (seville) v Pyunik (yerevan) - 4329.0
8910,5240,1181,188622,Olympiacos - 9739,Sevilla (seville) v Dynamo Kyiv (bucharest) - 2788.0
8911,5402,1209,194454,Bodø/Glimt - 11700,Benfica (lisbon) v Bodø/Glimt (bodø) - 3495.0
8912,5311,1198,191185,Fenerbahçe - 9303,Fenerbahçe (istanbul) v Real Madrid (madrid) - 2739.0
8913,6157,1389,221653,H. Beer Sheva - 13744,Celtic (glasgow) v H. Beer Sheva (beer sheva) - 4078.0
8914,5083,1140,182977,Sevilla - 11121,Galatasaray (istanbul) v Sevilla (seville) - 3019.0
8915,5867,1321,211203,Galatasaray - 11282,Galatasaray (istanbul) v Benfica (lisbon) - 3237.0
8916,4595,1048,165434,Galatasaray - 8923,Sevilla (seville) v Galatasaray (istanbul) - 3019.0
8917,5668,1288,204042,Bodø/Glimt - 13330,Sevilla (seville) v Bodø/Glimt (bodø) - 3562.0
8918,5230,1174,188268,Olympiacos - 11371,Olympiacos (piraeus) v Rangers (glasgow) - 2872.0
8919,5146,1163,185273,Dynamo Kyiv - 9452,Dynamo Kyiv (bucharest) v Benfica (lisbon) - 2975.0
8920,5349,1202,192579,Sevilla - 8616,Galatasaray (istanbul) v Benfica (lisbon) - 3237.0
8921,5243,1181,188754,FC Porto - 8992,Dynamo Kyiv (bucharest) v Sporting CP (lisbon) - 2975.0
8922,5422,1232,195180,APOEL - 10913,Sevilla (seville) v APOEL (nicosia) - 3511.0
8923,5611,1278,201982,Pyunik - 11772,Pyunik (yerevan) v Atlético de Madrid (madrid) - 4037.0
8924,5751,1303,207052,Union Berlin - 9314,Sheriff (tiraspol) v Benfica (lisbon) - 3264.0
8925,4968,1123,178851,Sevilla - 10533,Lazio (rome) v Bodø/Glimt (bodø) - 2824.0
8926,5538,1247,199365,Fenerbahçe - 9579,Real Betis (seville) v Riga (riga) - 3101.0
8927,4917,1108,177012,Rangers - 9727,Benfica (lisbon) v Beşiktaş (istanbul) - 3237.0
8928,6161,1391,221796,Qarabağ - 15134,Qarabağ (baku) v Liverpool (liverpool) - 4162.0
8929,5354,1206,192736,Galatasaray - 11262,FC Porto (porto) v Galatasaray (istanbul) - 3126.0
8930,6888,1549,247960,H. Beer Sheva - 15631,Newcastle (newcastle upon tyne) v H. Beer Sheva (beer sheva) - 3886.0
8931,5476,1238,197141,APOEL - 9922,APOEL (nicosia) v Celtic (glasgow) - 3652.0
8932,5014,1113,180499,Sevilla - 9265,Dynamo Kyiv (bucharest) v Sporting CP (lisbon) - 2975.0
8933,5543,1252,199560,Bodø/Glimt - 10674,Bodø/Glimt (bodø) v FC Porto (porto) - 3224.0
8934,4974,1116,179063,FC Porto - 10034,Dynamo Kyiv (bucharest) v FC Porto (porto) - 2834.0
8935,4813,1083,173260,Olympiacos - 10731,Fenerbahçe (istanbul) v Liverpool (liverpool) - 2748.0
8936,4861,1094,174980,Partizan - 8406,Beşiktaş (istanbul) v Celtic (glasgow) - 2912.0
8937,4858,1089,174870,Real Betis - 9322,Real Betis (seville) v Copenhagen (copenhagen) - 2463.0
8938,4778,1073,172012,Dynamo Kyiv - 8852,Dynamo Kyiv (bucharest) v Sevilla (seville) - 2788.0
8939,5202,1181,187274,Dinamo Batumi - 12008,Dinamo Batumi (batumi) v Benfica (lisbon) - 4272.0
8940,5303,1199,190907,Bodø/Glimt - 9197,Galatasaray (istanbul) v Atlético de Madrid (madrid) - 2739.0
8941,4905,1117,176593,Benfica - 8822,Bodø/Glimt (bodø) v Real Betis (seville) - 3562.0
8942,5168,1174,186052,Atlético de Madrid - 9975,Benfica (lisbon) v HJK (helsinki) - 3360.0
8943,5313,1201,191284,Beşiktaş - 9901,Real Madrid (madrid) v Bodø/Glimt (bodø) - 3186.0
8944,5384,1198,193827,FC Porto - 9154,Copenhagen (copenhagen) v Sevilla (seville) - 2463.0
8945,5119,1132,184273,Galatasaray - 12105,Rangers (glasgow) v Galatasaray (istanbul) - 2912.0
8946,4959,1121,178529,Fenerbahçe - 11545,Real Betis (seville) v Fenerbahçe (istanbul) - 3019.0
8947,5801,1322,208846,Pyunik - 14145,Real Madrid (madrid) v Pyunik (yerevan) - 4037.0
8948,5269,1181,189690,Sevilla - 9481,Lazio (rome) v Bodø/Glimt (bodø) - 2824.0
8949,5331,1199,191903,Fenerbahçe - 11322,Real Betis (seville) v HJK (helsinki) - 3339.0
8950,5307,1193,191036,Benfica - 9919,Galatasaray (istanbul) v Real Betis (seville) - 3019.0
8951,5626,1272,202550,Adana Demirspor - 10604,Adana Demirspor (adana) v Aberdeen (aberdeen) - 3539.0
8952,5363,1212,193056,APOEL - 12286,Real Betis (seville) v APOEL (nicosia) - 3511.0
8953,5093,1149,183354,Fenerbahçe - 10201,Benfica (lisbon) v Galatasaray (istanbul) - 3237.0
8954,5521,1220,198742,Galatasaray - 13002,Benfica (lisbon) v Galatasaray (istanbul) - 3237.0
8955,4999,1127,179957,Benfica - 9204,Sheriff (tiraspol) v Benfica (lisbon) - 3264.0
8956,5976,1361,215147,Qarabağ - 14106,Manchester United (manchester) v Qarabağ (baku) - 4112.0
8957,5396,1230,194252,Real Betis - 9397,Sevilla (seville) v Dynamo Kyiv (bucharest) - 2788.0
8958,5382,1217,193745,Galatasaray - 9144,Flora Tallinn (tallinn) v Sevilla (seville) - 3283.0
8959,5237,1181,188536,Sevilla - 9553,Rennes (rennes) v Galatasaray (istanbul) - 2535.0
8960,4839,1094,174197,Galatasaray - 9881,Celtic (glasgow) v Galatasaray (istanbul) - 2912.0
8961,5003,1120,180114,Fenerbahçe - 11404,Fenerbahçe (istanbul) v Sevilla (seville) - 3019.0
8962,5120,1159,184328,Neftçi - 13264,Neftçi (baku) v Manchester City (manchester) - 4112.0
8963,5280,1197,190083,Qarabağ - 14412,Rennes (rennes) v Qarabağ (baku) - 4116.0
8964,5522,1261,198787,APOEL - 11461,FC Porto (porto) v APOEL (nicosia) - 3694.0
8965,5427,1225,195363,Dynamo Kyiv - 9567,Galatasaray (istanbul) v FC Porto (porto) - 3126.0
8966,5158,1166,185675,Rangers - 11101,Braga (braga) v Sheriff (tiraspol) - 3071.0
8967,5084,1154,183021,Fenerbahçe - 9614,Sevilla (seville) v Fenerbahçe (istanbul) - 3019.0
8968,5219,1162,187881,Ararat-Armenia - 17348,Ararat-Armenia (yerevan) v Sporting CP (lisbon) - 4538.0
8969,5224,1176,188074,Galatasaray - 10145,Galatasaray (istanbul) v Sevilla (seville) - 3019.0
8970,5269,1187,189694,Bodø/Glimt - 11116,Real Betis (seville) v Bodø/Glimt (bodø) - 3562.0
8971,5185,1165,186665,Fenerbahçe - 9531,Braga (braga) v Fenerbahçe (istanbul) - 3103.0
8972,5705,1277,205389,Fenerbahçe - 11937,Sevilla (seville) v Fenerbahçe (istanbul) - 3019.0
8973,5690,1275,204850,Bodø/Glimt - 12320,Bodø/Glimt (bodø) v Villarreal (villarreal) - 3165.0
8974,5087,1144,183123,Fenerbahçe - 9509,Fenerbahçe (istanbul) v Braga (braga) - 3103.0
8975,5574,1260,200673,Bodø/Glimt - 12556,Bodø/Glimt (bodø) v Braga (braga) - 3178.0
8976,5497,1244,197879,H. Beer Sheva - 13368,H. Beer Sheva (beer sheva) v Benfica (lisbon) - 4047.0
8977,5455,1223,196372,Fenerbahçe - 13904,Sporting CP (lisbon) v Fenerbahçe (istanbul) - 3237.0
8978,5387,1213,193928,Galatasaray - 9029,Galatasaray (istanbul) v Sevilla (seville) - 3019.0
8979,5199,1181,187177,Galatasaray - 8651,Rangers (glasgow) v Fenerbahçe (istanbul) - 2912.0
8980,5973,1324,215037,Qarabağ - 17499,Qarabağ (baku) v Benfica (lisbon) - 4968.0
8981,5404,1210,194551,Fenerbahçe - 9842,FC Porto (porto) v Fenerbahçe (istanbul) - 3126.0
8982,5922,1339,213208,Neftçi - 14498,Villarreal (villarreal) v Neftçi (baku) - 4189.0
8983,5455,1227,196395,Galatasaray - 10599,Sevilla (seville) v Galatasaray (istanbul) - 3019.0
8984,5646,1277,203248,APOEL - 10830,Sevilla (seville) v APOEL (nicosia) - 3511.0
8985,5476,1248,197146,Galatasaray - 9003,Bodø/Glimt (bodø) v Villarreal (villarreal) - 3165.0
8986,4820,1087,173510,Sevilla - 9560,Benfica (lisbon) v Copenhagen (copenhagen) - 2477.0
8987,4955,1110,178383,Bodø/Glimt - 11134,FC Porto (porto) v Bodø/Glimt (bodø) - 3224.0
8988,4740,1076,170634,Bodø/Glimt - 9237,Barcelona (barcelona) v Bodø/Glimt (bodø) - 2974.0
8989,5740,1290,206643,Sheriff - 10616,Flora Tallinn (tallinn) v Sevilla (seville) - 3283.0
8990,5357,1216,192861,Bodø/Glimt - 10269,Sporting CP (lisbon) v Bodø/Glimt (bodø) - 3495.0
8991,5877,1338,211588,APOEL - 11384,KÍ Klaksvík (klaksvík) v APOEL (nicosia) - 4082.0
8992,6200,1405,223188,Neftçi - 13260,Chelsea (london) v Neftçi (baku) - 3974.0
8993,5476,1226,197139,Galatasaray - 10825,Sevilla (seville) v Fenerbahçe (istanbul) - 3019.0
8994,5727,1290,206171,Maccabi Haifa - 12720,Maccabi Haifa (haifa) v Arsenal (london) - 3511.0
8995,5452,1234,196259,APOEL - 9416,APOEL (nicosia) v Manchester City (manchester) - 3431.0
8996,4675,1052,168303,Real Betis - 9421,Sevilla (seville) v Ferencváros (budapest) - 2326.0
8997,5427,1226,195361,Qarabağ - 13020,Qarabağ (baku) v FC Porto (porto) - 4831.0
8998,4479,1011,161249,CFR Cluj - 8929,FC Porto (porto) v CFR Cluj (cluj-napoca) - 2634.0
8999,6031,1367,217113,Maccabi Haifa - 13372,Maccabi Haifa (haifa) v Manchester City (manchester) - 3728.0
9000,5650,1288,203401,Real Betis - 10188,Fenerbahçe (istanbul) v Sevilla (seville) - 3019.0
9001,5303,1191,190910,Fenerbahçe - 10373,Manchester United (manchester) v Fenerbahçe (istanbul) - 2703.0
9002,6011,1334,216384,Qarabağ - 17252,Sevilla (seville) v Qarabağ (baku) - 4767.0
9003,5296,1190,190641,Sevilla - 9786,Sevilla (seville) v Beşiktaş (istanbul) - 3019.0
9004,5693,1293,204956,APOEL - 9938,APOEL (nicosia) v Osasuna (pamplona) - 3119.0
9005,5375,1210,193517,Pyunik - 12173,Pyunik (yerevan) v Real Madrid (madrid) - 4037.0
9006,4925,1123,177284,Fenerbahçe - 9144,Bodø/Glimt (bodø) v Fenerbahçe (istanbul) - 3054.0
9007,5130,1155,184695,Sevilla - 8835,Galatasaray (istanbul) v FC Porto (porto) - 3126.0
9008,6365,1440,229148,Galatasaray - 12120,APOEL (nicosia) v FC Porto (porto) - 3694.0
9009,4943,1112,177952,Sevilla - 9419,Benfica (lisbon) v Riga (riga) - 3151.0
9010,5471,1216,196951,Olympiacos - 10479,Galatasaray (istanbul) v Atlético de Madrid (madrid) - 2739.0
9011,5952,1332,214287,Adana Demirspor - 12566,Sevilla (seville) v Adana Demirspor (adana) - 3629.0
9012,5590,1269,201248,H. Beer Sheva - 12033,Feyenoord (rotterdam) v H. Beer Sheva (beer sheva) - 3367.0
9013,5690,1280,204847,Adana Demirspor - 13106,Celtic (glasgow) v Adana Demirspor (adana) - 3612.0
9014,5272,1189,189809,Sevilla - 10505,Adana Demirspor (adana) v FC Porto (porto) - 3780.0
9015,5324,1215,191676,Sheriff - 9505,Braga (braga) v Sheriff (tiraspol) - 3071.0
9016,4589,1038,165210,Sevilla - 9588,Real Madrid (madrid) v Sheriff (tiraspol) - 2763.0
9017,5134,1160,184834,Fenerbahçe - 10349,Celtic (glasgow) v Fenerbahçe (istanbul) - 2912.0
9018,5952,1334,214255,Maccabi Haifa - 13492,Bodø/Glimt (bodø) v Maccabi Haifa (haifa) - 4062.0
9019,5324,1214,191650,Qarabağ - 14710,Qarabağ (baku) v Real Madrid (madrid) - 4466.0
9020,5602,1261,201670,Sevilla - 9439,Riga (riga) v Sevilla (seville) - 3101.0
9021,5291,1188,190489,Fenerbahçe - 11394,Fenerbahçe (istanbul) v FC Porto (porto) - 3126.0
9022,5248,1175,188915,Sevilla - 9630,Rangers (glasgow) v CSKA-Sofia (sofia) - 2451.0
9023,4943,1124,177956,Galatasaray - 9710,Galatasaray (istanbul) v Benfica (lisbon) - 3237.0
9024,5452,1257,196268,Qarabağ - 14556,Real Madrid (madrid) v Qarabağ (baku) - 4466.0
9025,5296,1194,190661,Fenerbahçe - 10191,Rangers (glasgow) v Fenerbahçe (istanbul) - 2912.0
9026,5164,1159,185893,Sevilla - 9056,Galatasaray (istanbul) v Benfica (lisbon) - 3237.0
9027,5090,1154,183237,Bodø/Glimt - 8879,Bodø/Glimt (bodø) v Real Madrid (madrid) - 3186.0
9028,5508,1244,198271,Olympiacos - 10066,Atlético de Madrid (madrid) v Flora Tallinn (tallinn) - 2893.0
9029,5338,1218,192184,APOEL - 11719,APOEL (nicosia) v Rangers (glasgow) - 3652.0
9030,5714,1288,205721,H. Beer Sheva - 12732,Sevilla (seville) v H. Beer Sheva (beer sheva) - 3776.0
9031,5796,1308,208657,HJK - 10168,HJK (helsinki) v Sevilla (seville) - 3339.0
9032,5477,1255,197165,H. Beer Sheva - 12301,H. Beer Sheva (beer sheva) v Celtic (glasgow) - 4078.0
9033,5474,1243,197053,Galatasaray - 10678,FC Porto (porto) v Galatasaray (istanbul) - 3126.0
9034,5643,1266,203139,Qarabağ - 14246,Qarabağ (baku) v Liverpool (liverpool) - 4162.0
9035,5193,1159,186959,Benfica - 10506,Sevilla (seville) v Fenerbahçe (istanbul) - 3019.0
9036,5233,1180,188377,Fenerbahçe - 11199,Sporting CP (lisbon) v Fenerbahçe (istanbul) - 3237.0
9037,5102,1148,183657,H. Beer Sheva - 14345,Liverpool (liverpool) v H. Beer Sheva (beer sheva) - 3890.0
9038,5546,1225,199656,Qarabağ - 19561,Real Madrid (madrid) v Qarabağ (baku) - 4466.0
9039,5431,1211,195529,Olympiacos - 12362,Adana Demirspor (adana) v Rangers (glasgow) - 3612.0
9040,4807,1072,173049,Partizan - 9933,Benfica (lisbon) v Copenhagen (copenhagen) - 2477.0
9041,5228,1174,188197,Fenerbahçe - 11291,Sevilla (seville) v Fenerbahçe (istanbul) - 3019.0
9042,4498,1018,161910,Crvena zvezda - 7456,Copenhagen (copenhagen) v Sevilla (seville) - 2463.0
9043,5151,1165,185421,Galatasaray - 11433,Manchester United (manchester) v AEK Larnaca (larnaca) - 3469.0
9044,5562,1245,200236,Dinamo Tbilisi - 12516,Dinamo Tbilisi (tbilisi) v Rangers (glasgow) - 3823.0
9045,5386,1233,193890,Dinamo Tbilisi - 12516,Dinamo Tbilisi (tbilisi) v Rangers (glasgow) - 3823.0
9046,4923,1128,177226,Fenerbahçe - 8721,FC Porto (porto) v Fenerbahçe (istanbul) - 3126.0
9047,4621,1059,166344,Ludogorets - 8786,Rangers (glasgow) v Ludogorets (razgrad) - 2571.0
9048,6237,1397,224539,Bodø/Glimt - 14314,Pyunik (yerevan) v Arsenal (london) - 3614.0
9049,5787,1306,208330,Qarabağ - 18419,Real Madrid (madrid) v Qarabağ (baku) - 4466.0
9050,5340,1214,192237,Galatasaray - 10493,Real Betis (seville) v Galatasaray (istanbul) - 3019.0
9051,4993,1123,179734,Benfica - 8997,Sevilla (seville) v Malmö FF (malmö) - 2479.0
9052,5191,1181,186861,Qarabağ - 14711,Qarabağ (baku) v Benfica (lisbon) - 4968.0
9053,5244,1177,188791,Sevilla - 9146,AEK Athens (athens) v FC Porto (porto) - 2778.0
9054,5626,1267,202536,Maccabi Haifa - 14103,Real Betis (seville) v Maccabi Haifa (haifa) - 3733.0
9055,5249,1186,188961,Real Madrid - 7584,Flora Tallinn (tallinn) v Real Madrid (madrid) - 2893.0
9056,5738,1281,206582,APOEL - 14045,Benfica (lisbon) v APOEL (nicosia) - 3765.0
9057,5610,1257,201951,Bodø/Glimt - 11784,Bodø/Glimt (bodø) v Adana Demirspor (adana) - 3616.0
9058,5268,1200,189645,Braga - 9724,Bodø/Glimt (bodø) v Braga (braga) - 3178.0
9059,5661,1271,203805,Bodø/Glimt - 9410,FC Porto (porto) v Dynamo Kyiv (bucharest) - 2834.0
9060,5591,1244,201284,H. Beer Sheva - 16470,Liverpool (liverpool) v H. Beer Sheva (beer sheva) - 3890.0
9061,5088,1149,183169,Real Madrid - 9418,FC Porto (porto) v Galatasaray (istanbul) - 3126.0
9062,5870,1318,211327,Qarabağ - 15766,Real Betis (seville) v Qarabağ (baku) - 4767.0
9063,5826,1314,209754,Bodø/Glimt - 10191,Sevilla (seville) v Bodø/Glimt (bodø) - 3562.0
9064,5663,1287,203881,Qarabağ - 16298,Celtic (glasgow) v Qarabağ (baku) - 4240.0
9065,5339,1199,192205,Galatasaray - 13193,Galatasaray (istanbul) v Bodø/Glimt (bodø) - 3054.0
9066,5032,1155,181139,Qarabağ - 14605,Qarabağ (baku) v Osasuna (pamplona) - 4227.0
9067,4802,1077,172876,Olympiacos - 8764,Olympiacos (piraeus) v Manchester City (manchester) - 2624.0
9068,5292,1203,190512,Galatasaray - 9413,Galatasaray (istanbul) v Real Betis (seville) - 3019.0
9069,5641,1278,203071,Neftçi - 12499,Neftçi (baku) v Sevilla (seville) - 4767.0
9070,4568,1039,164434,Roma - 6958,FCSB (bucharest) v Real Madrid (madrid) - 2473.0
9071,5081,1148,182900,Sevilla - 8247,Olympiacos (piraeus) v Newcastle (newcastle upon tyne) - 2681.0
9072,5424,1232,195269,Maccabi Haifa - 12396,Liverpool (liverpool) v Maccabi Haifa (haifa) - 3772.0
9073,5061,1130,182182,Real Betis - 10115,Galatasaray (istanbul) v Real Betis (seville) - 3019.0
9074,5346,1205,192445,HJK - 9653,HJK (helsinki) v Benfica (lisbon) - 3360.0
9075,4979,1126,179228,CFR Cluj - 8710,Galatasaray (istanbul) v Manchester United (manchester) - 2703.0
9076,6469,1473,232901,Qarabağ - 13045,Qarabağ (baku) v Atlético de Madrid (madrid) - 4466.0
9077,5402,1223,194467,Bodø/Glimt - 9327,Bodø/Glimt (bodø) v FC Porto (porto) - 3224.0
9078,4633,1035,166798,Dynamo Kyiv - 8759,Galatasaray (istanbul) v Chelsea (london) - 2501.0
9079,5527,1248,198972,Sevilla - 9682,Bodø/Glimt (bodø) v Real Sociedad (san sebastián) - 2838.0
9080,4579,1030,164846,Partizan - 8495,Sporting CP (lisbon) v Partizan (belgrade) - 2530.0
9081,4968,1123,178831,Galatasaray - 8935,Flora Tallinn (tallinn) v Sevilla (seville) - 3283.0
9082,5221,1181,187954,H. Beer Sheva - 12685,Sevilla (seville) v H. Beer Sheva (beer sheva) - 3776.0
9083,5363,1225,193052,Bodø/Glimt - 8968,Bodø/Glimt (bodø) v FC Porto (porto) - 3224.0
9084,4945,1097,178021,Fenerbahçe - 11545,Fenerbahçe (istanbul) v FC Porto (porto) - 3126.0
9085,4672,1059,168194,Benfica - 9653,Real Madrid (madrid) v Farul Constanța (constanța) - 2675.0
9086,5451,1234,196239,Galatasaray - 11501,Rangers (glasgow) v H. Beer Sheva (beer sheva) - 4078.0
9087,5306,1214,191031,H. Beer Sheva - 13063,H. Beer Sheva (beer sheva) v FC Porto (porto) - 4001.0
9088,5221,1184,187956,Olympiacos - 10444,FC Porto (porto) v Beşiktaş (istanbul) - 3126.0
9089,5920,1330,213132,Maccabi Haifa - 12827,Newcastle (newcastle upon tyne) v Maccabi Haifa (haifa) - 3761.0
9090,5312,1214,191239,Adana Demirspor - 9602,Adana Demirspor (adana) v Rennes (rennes) - 3234.0
9091,5207,1172,187460,APOEL - 14178,Manchester City (manchester) v APOEL (nicosia) - 3431.0
9092,6079,1387,218836,Sporting CP - 10215,Sporting CP (lisbon) v Beşiktaş (istanbul) - 3237.0
9093,5208,1166,187483,Galatasaray - 10593,Braga (braga) v Galatasaray (istanbul) - 3103.0
9094,5613,1268,202070,Qarabağ - 14818,Villarreal (villarreal) v Qarabağ (baku) - 4189.0
9095,4711,1063,169600,HJK - 9153,Atlético de Madrid (madrid) v HJK (helsinki) - 2948.0
9096,5865,1340,211153,H. Beer Sheva - 14155,Real Betis (seville) v H. Beer Sheva (beer sheva) - 3776.0
9097,5223,1178,188022,Olympiacos - 8962,Olympiacos (piraeus) v Manchester City (manchester) - 2624.0
9098,5190,1166,186846,Olympiacos - 9902,Sporting CP (lisbon) v Olympiacos (piraeus) - 2849.0
9099,5230,1195,188298,Bodø/Glimt - 8917,Bodø/Glimt (bodø) v FC Porto (porto) - 3224.0
9100,4930,1104,177471,Bodø/Glimt - 12711,Bodø/Glimt (bodø) v Real Madrid (madrid) - 3186.0
9101,5331,1224,191932,Dinamo Batumi - 12061,Dinamo Batumi (batumi) v Atlético de Madrid (madrid) - 3770.0
9102,5018,1137,180654,Rangers - 8059,Bodø/Glimt (bodø) v FC Porto (porto) - 3224.0
9103,5361,1200,192982,Sevilla - 9203,Galatasaray (istanbul) v Real Betis (seville) - 3019.0
9104,5926,1328,213324,Fenerbahçe - 10388,APOEL (nicosia) v Liverpool (liverpool) - 3475.0
9105,5681,1290,204503,Qarabağ - 13571,Qarabağ (baku) v Sporting CP (lisbon) - 4968.0
9106,5524,1267,198871,Pyunik - 14597,Sevilla (seville) v Pyunik (yerevan) - 4329.0
9107,5553,1268,199903,Qarabağ - 14598,Manchester United (manchester) v Qarabağ (baku) - 4112.0
9108,5483,1254,197372,APOEL - 11721,FC Porto (porto) v APOEL (nicosia) - 3694.0
9109,5684,1285,204622,H. Beer Sheva - 13186,H. Beer Sheva (beer sheva) v Celtic (glasgow) - 4078.0
9110,5659,1277,203729,Bodø/Glimt - 13055,Benfica (lisbon) v Fenerbahçe (istanbul) - 3237.0
9111,5317,1194,191399,Bodø/Glimt - 14234,FC Porto (porto) v Bodø/Glimt (bodø) - 3224.0
9112,5136,1152,184902,Benfica - 9887,Benfica (lisbon) v Dynamo Kyiv (bucharest) - 2975.0
9113,5167,1160,186010,Olympiacos - 11108,Bodø/Glimt (bodø) v Sevilla (seville) - 3562.0
9114,5513,1239,198472,Fenerbahçe - 10700,Fenerbahçe (istanbul) v Benfica (lisbon) - 3237.0
9115,5815,1317,209348,Qarabağ - 13583,Qarabağ (baku) v FC Porto (porto) - 4831.0
9116,5340,1190,192222,Sheriff - 10151,Sheriff (tiraspol) v FC Porto (porto) - 3102.0
9117,4957,1115,178447,Galatasaray - 9918,Liverpool (liverpool) v Galatasaray (istanbul) - 2748.0
9118,5150,1162,185416,HJK - 9301,Real Betis (seville) v HJK (helsinki) - 3339.0
9119,5718,1308,205850,Maccabi Haifa - 14056,Maccabi Haifa (haifa) v Rangers (glasgow) - 3952.0
9120,5128,1154,184606,Real Betis - 9551,Víkingur Reykjavík (reykjavík) v Real Betis (seville) - 3154.0
9121,6129,1376,220646,Dinamo Tbilisi - 13321,Pyunik (yerevan) v Real Betis (seville) - 4329.0
9122,4797,1090,172709,Bodø/Glimt - 9893,Bodø/Glimt (bodø) v FC Porto (porto) - 3224.0
9123,5237,1184,188526,Sheriff - 9479,FC Porto (porto) v Galatasaray (istanbul) - 3126.0
9124,6007,1345,216252,Qarabağ - 17094,Qarabağ (baku) v Braga (braga) - 4804.0
9125,6409,1459,230720,Neftçi - 13787,Sevilla (seville) v Neftçi (baku) - 4767.0
9126,4858,1097,174893,Bodø/Glimt - 11278,Sporting CP (lisbon) v Bodø/Glimt (bodø) - 3495.0
9127,5440,1224,195830,Qarabağ - 18277,Atlético de Madrid (madrid) v Qarabağ (baku) - 4466.0
9128,5562,1256,200226,Bodø/Glimt - 12464,Sevilla (seville) v Bodø/Glimt (bodø) - 3562.0
9129,5487,1225,197528,Bodø/Glimt - 12342,Benfica (lisbon) v Bodø/Glimt (bodø) - 3495.0
9130,5295,1205,190620,H. Beer Sheva - 13558,Braga (braga) v H. Beer Sheva (beer sheva) - 3989.0
9131,5776,1287,207918,Qarabağ - 18121,Liverpool (liverpool) v Qarabağ (baku) - 4162.0
9132,5637,1259,202948,Dynamo Kyiv - 11666,Villarreal (villarreal) v Bodø/Glimt (bodø) - 3165.0
9133,4965,1137,178731,Dynamo Kyiv - 8748,Sevilla (seville) v Fenerbahçe (istanbul) - 3019.0
9134,5567,1256,200426,H. Beer Sheva - 14570,Sevilla (seville) v H. Beer Sheva (beer sheva) - 3776.0
9135,5120,1156,184306,Fenerbahçe - 11902,Bodø/Glimt (bodø) v Atlético de Madrid (madrid) - 3186.0
9136,5052,1139,181883,Galatasaray - 9862,Celtic (glasgow) v Galatasaray (istanbul) - 2912.0
9137,5513,1236,198456,APOEL - 12099,Atlético de Madrid (madrid) v APOEL (nicosia) - 3285.0
9138,5150,1158,185413,Fenerbahçe - 9758,Rennes (rennes) v Fenerbahçe (istanbul) - 2535.0
9139,4993,1134,179746,AEK Larnaca - 9706,AEK Larnaca (larnaca) v Arsenal (london) - 3256.0
9140,5572,1239,200574,Qarabağ - 17340,Real Betis (seville) v Qarabağ (baku) - 4767.0
9141,4549,1031,163770,Sevilla - 8924,Sevilla (seville) v Malmö FF (malmö) - 2479.0
9142,6550,1474,235782,Qarabağ - 17982,Rangers (glasgow) v Qarabağ (baku) - 4240.0
9143,5320,1214,191534,Maccabi Haifa - 10816,Maccabi Haifa (haifa) v Arsenal (london) - 3511.0
9144,4877,1111,175572,Sevilla - 9388,Levadia (tallinn) v Sevilla (seville) - 3283.0
9145,5134,1159,184816,Beşiktaş - 9998,Sevilla (seville) v Beşiktaş (istanbul) - 3019.0
9146,5006,1123,180206,Galatasaray - 11082,Sevilla (seville) v Flora Tallinn (tallinn) - 3283.0
9147,5071,1144,182558,HJK - 8691,Sevilla (seville) v HJK (helsinki) - 3339.0
9148,5382,1203,193744,Bodø/Glimt - 13793,Bodø/Glimt (bodø) v Sporting CP (lisbon) - 3495.0
9149,5538,1254,199369,Fenerbahçe - 10583,Bodø/Glimt (bodø) v Real Betis (seville) - 3562.0
9150,5551,1258,199822,Pyunik - 12626,Pyunik (yerevan) v Rangers (glasgow) - 3919.0
9151,5660,1261,203763,Sevilla - 12779,Bodø/Glimt (bodø) v Sevilla (seville) - 3562.0
9152,5013,1131,180485,Sevilla - 8526,Sporting CP (lisbon) v CFR Cluj (cluj-napoca) - 2796.0
9153,5034,1141,181225,FC Porto - 8724,Dynamo Kyiv (bucharest) v FC Porto (porto) - 2834.0
9154,4565,1048,164333,Galatasaray - 9547,Benfica (lisbon) v Galatasaray (istanbul) - 3237.0
9155,5420,1213,195130,Olympiacos - 12083,Galatasaray (istanbul) v Braga (braga) - 3103.0
9156,5309,1217,191123,Qarabağ - 13246,Qarabağ (baku) v Real Madrid (madrid) - 4466.0
